Session,EventRow,Cohort,Context,NativeStartFrame,NativeEndFrame,Status,OnsetFrame,FitStartFrame,FitEndFrame,BaselineStartFrame,BaselineEndFrame,BaselineMean,ProvisionalAmplitude,BaselineStatus,RisingScore,PulseScore,SelectedScore,SelectedModel,SelectorStatus,ModelGapSec,CombinedProfileSpanSec,PlausibleModels,AmplitudeFraction,RiseFrames,Shape,DelayFrames,TruthOnsetFrame,Constructible,PulseTruncated,OnsetErrorSec,WithinFiveSec,NativeBaselineImposedFraction,NativeBaselineEffectPP,ProposedBaselineImposedFraction,BaselineEffectPP,PositiveBaselineFrames,BaselineUnderOnePercent,ControlResolved,SameOnsetAsControl,ShiftFromControlSec,AmplitudeStatus,ArithmeticValid,PositiveAmplitudeEligible,SignedRawAmplitude,ProvisionalPositiveAmplitude,ReferenceStartFrame,ReferenceEndFrame,ReferenceMean,NativePeakFrame,NativePeakValue,FirstHalfReferenceMean,SecondHalfReferenceMean,ReferenceHalfChangeFraction,FirstHalfAmplitude,SecondHalfAmplitude,PositiveAcrossReferenceHalves,OracleSourceAtObservedPeak,OracleImposedAtObservedPeak,OracleBaselineEffect,OracleBaselineImposedFraction,OracleReferencePositiveFrames,DecompositionResidual,ReviewCase,OracleFailureMechanism
FB2316-baseline,27,additional,selection,988,997,resolved,966,928,992,946,965,5839.65049859035,-0.00883394694921869,provisional_valid,-3.46144873081772,31.4652985528395,31.4652985528395,pulse,resolved,NaN,NaN,1,0.02,7,quadratic,25,963,1,0,3,1,0.016456309782741,-1.6273332170383,0.000283745336151942,-0.0281238744905377,3,1,0,0,NaN,raw_direction_conflict,1,0,-0.00883394694921869,NaN,946,965,5839.65049859035,991,5788.06333588382,5869.45675171126,5809.84424546944,-0.010208231855008,-0.0138672826584345,-0.00374896617970411,0,-0.009462385605288,0.000909677400974758,-0.000281238744905377,0.000283745336151942,3,-6.24500451351651e-17,71,source_fluctuation_dominates
FB2316-baseline,30,additional,selection,925,934,resolved,902,865,929,882,901,5115.56933244989,-5.10402932539789e-05,provisional_valid,16.257232471925,66.8477592902214,66.8477592902214,pulse,resolved,NaN,NaN,1,0.02,7,quadratic,25,900,1,0,2,1,0.016467322871526,-1.62773813733498,0.000101411742685187,-0.0101406566600182,2,1,0,0,NaN,raw_direction_conflict,1,0,-5.10402932539789e-05,NaN,882,901,5115.56933244989,931,5115.308232291,5118.36831525207,5112.77034964771,-0.00109429962543086,-0.000597862985348918,0.000496381114295064,0,5.03662733462029e-05,0,-0.000101406566600182,0.000101411742685187,2,0,72,reference_changes_sign
FB2316-baseline,39,additional,selection,904,917,resolved,877,844,908,857,876,3693.60636005801,-0.00194019027873293,provisional_valid,-5.64354800935988,13.2144798843939,13.2144798843939,pulse,resolved,NaN,NaN,1,0.02,7,gamma,25,879,1,0,-2,1,0.0131792902962327,-1.3172108725102,0,0,0,1,0,0,NaN,raw_direction_conflict,1,0,-0.00194019027873293,NaN,857,876,3693.60636005801,904,3686.44006090476,3716.21821006837,3670.99451004765,-0.0122437790095225,-0.00801302493027212,0.00420745681172563,0,-0.00682818112131556,0.00488799084258261,0,0,0,1.38777878078145e-17,73,source_fluctuation_dominates
FB2316-baseline,39,additional,selection,904,917,resolved,881,844,908,861,880,3683.92596635422,-0.000560412122527665,provisional_valid,-2.92479678289101,34.5081408539106,34.5081408539106,pulse,resolved,NaN,NaN,1,0.02,7,quadratic,25,879,1,0,2,1,0.0164571439392571,-1.63747714324701,0.000101512275426208,-0.0101455386716354,2,1,0,0,NaN,raw_direction_conflict,1,0,-0.000560412122527665,NaN,861,880,3683.92596635422,904,3681.86144958418,3704.08036047234,3663.7715722361,-0.0109418019266361,-0.00599849590879975,0.00493750142207672,0,-0.00411730134312227,0.00365834460731104,-0.000101455386716354,0.000101512275426208,2,-8.41340885848751e-17,74,source_fluctuation_dominates
FB2316-baseline,41,additional,selection,169,179,resolved,166,126,173,146,165,4139.92752474663,0.0813609348568445,provisional_valid,30.0329326865261,24.5178372819408,30.0329326865261,rising,resolved,NaN,NaN,2,0.02,7,gamma,25,144,1,0,22,0,0.0131936058243778,-1.42216396090133,0.0149301234725474,-1.61448522758021,20,0,1,0,1,positive_raw_change_provisional,1,1,0.0813609348568445,0.0813609348568445,146,165,4139.92752474663,177,4476.7558983996,4203.94953338924,4075.90551610402,-0.0309290480376352,0.0648928734380938,0.0983463381846823,1,0.0952578126678596,0.0022479744647869,-0.0161448522758021,0.0149301234725474,20,6.93889390390723e-17,75,reference_contamination_above_one_percent
FB2316-baseline,41,additional,selection,169,179,resolved,166,126,173,146,165,4156.13189497157,0.0824916664122248,provisional_valid,31.1417277524528,26.8049489543562,31.1417277524528,rising,resolved,NaN,NaN,2,0.02,7,exponential,25,144,1,0,22,0,0.0182708531870415,-1.96935762171304,0.0189027300882141,-2.04620477929314,20,0,1,0,1,positive_raw_change_provisional,1,1,0.0824916664122248,0.0824916664122248,146,165,4156.13189497157,170,4498.97814081677,4206.70016952514,4105.563620418,-0.0243342972896266,0.0694791545660902,0.0958247287759038,1,0.0914760138643984,0.0114777003407577,-0.0204620477929314,0.0189027300882141,20,5.55111512312578e-17,76,reference_contamination_above_one_percent
FB2316-baseline,41,additional,selection,169,179,resolved,166,126,173,146,165,4146.3290773748,0.0774799265000083,provisional_valid,27.8542936774934,22.3633907747158,27.8542936774934,rising,resolved,NaN,NaN,2,0.02,7,quadratic,25,144,1,0,22,0,0.0164147510504424,-1.7601573217938,0.016499505680444,-1.77778861678513,20,0,1,0,1,positive_raw_change_provisional,1,1,0.0774799265000083,0.0774799265000083,146,165,4146.3290773748,177,4467.58634953464,4192.04162214296,4100.61653260663,-0.0220496462847606,0.0657304369155627,0.0894913762381828,1,0.0952578126678596,0,-0.0177778861678513,0.016499505680444,20,0,77,reference_contamination_above_one_percent
FB2316-baseline,41,additional,selection,169,179,resolved,165,126,173,145,164,4151.2073466128,0.0959367577813048,provisional_valid,45.669058010736,44.7577668994684,45.669058010736,rising,resolved,1,1,2,0.02,23,gamma,25,144,1,0,21,0,0.0174718706711523,-1.90586486840492,0.0148481774140075,-1.62726634140691,20,0,1,1,0,positive_raw_change_provisional,1,1,0.0959367577813048,0.0959367577813048,145,164,4151.2073466128,177,4549.46072032477,4174.63153529148,4127.78315793413,-0.0112854823779338,0.0897873697030656,0.102155938492099,1,0.0921935441178114,0.0200158770775624,-0.0162726634140691,0.0148481774140075,20,2.77555756156289e-17,78,reference_contamination_above_one_percent
FB2316-baseline,41,additional,selection,169,179,resolved,165,126,173,145,164,4151.25447461506,0.0977255440231461,provisional_valid,46.0628102204199,44.9957162231302,46.0628102204199,rising,resolved,1,1,2,0.02,23,exponential,25,144,1,0,21,0,0.0173673531796881,-1.89777252975711,0.0148596988252991,-1.63118709770216,20,0,1,1,0,positive_raw_change_provisional,1,1,0.0977255440231461,0.0977255440231461,145,164,4151.25447461506,177,4556.93807652534,4176.10632962061,4126.40261960951,-0.0119731783043013,0.0911930197283379,0.104336754457704,1,0.0921935441178114,0.0218438708823563,-0.0163118709770216,0.0148596988252991,20,-5.55111512312578e-17,79,reference_contamination_above_one_percent
FB2316-baseline,41,additional,selection,169,179,resolved,165,126,173,145,164,4394.15152106814,0.113155827261312,provisional_valid,19.4747419368053,14.6617731954526,19.4747419368053,rising,resolved,NaN,NaN,2,0.1,23,gamma,25,144,1,0,21,0,0.0873593533557604,-9.5869949494481,0.0742408870700382,-8.2641676063062,20,0,1,1,0,positive_raw_change_provisional,1,1,0.113155827261312,0.113155827261312,145,164,4394.15152106814,170,4891.37537154616,4356.65385019057,4431.64919194571,0.0170670814139132,0.12273674699499,0.10373704228123,1,0.0884223258799504,0.107375177444424,-0.0826416760630619,0.0742408870700382,20,0,80,reference_contamination_above_one_percent
FB2316-baseline,41,additional,selection,169,179,resolved,165,126,173,145,164,4134.41298773839,0.18476586740794,provisional_valid,95.4488234817369,113.977620786784,113.977620786784,pulse,resolved,NaN,NaN,2,0.1,23,exponential,10,159,1,0,6,0,0.0250446677911069,-2.91967199754577,0.010742450315496,-1.27272884661254,6,0,1,1,0,positive_raw_change_provisional,1,1,0.18476586740794,0.18476586740794,145,164,4134.41298773839,177,4898.31138964053,4129.1259565667,4139.70001891009,0.00255757283434131,0.186282869828799,0.183252739876107,1,0.0921935441178114,0.105299611756254,-0.0127272884661254,0.010742450315496,6,0,81,reference_contamination_above_one_percent
FB2316-baseline,41,additional,selection,169,179,resolved,165,126,173,145,164,4394.38716107944,0.118323170979079,provisional_valid,21.5637677893805,16.1605673178258,21.5637677893805,rising,resolved,NaN,NaN,2,0.1,23,exponential,25,144,1,0,21,0,0.0868367658984408,-9.57899947436649,0.0742984941264964,-8.30897275505138,20,0,1,1,0,positive_raw_change_provisional,1,1,0.118323170979079,0.118323170979079,145,164,4394.38716107944,177,4914.34498448811,4364.02782183623,4424.74650032264,0.0138173256612861,0.126103037175487,0.110650064162945,1,0.0921935441178114,0.109219354411781,-0.0830897275505138,0.0742984941264964,20,-8.32667268468867e-17,82,reference_contamination_above_one_percent
FB2316-baseline,41,additional,selection,169,179,resolved,166,126,173,146,165,4223.04749660341,0.163696356349462,provisional_valid,70.7449411244163,93.0086821912342,93.0086821912342,pulse,resolved,NaN,NaN,2,0.1,23,quadratic,25,144,1,0,22,0,0.0502644099986151,-5.73776518103513,0.0353075244766385,-4.10872375851836,20,0,1,0,1,positive_raw_change_provisional,1,1,0.163696356349462,0.163696356349462,146,165,4223.04749660341,177,4914.34498448811,4178.25731821176,4267.83767499506,0.0212122541494857,0.176170975173779,0.151483575226134,1,0.0952578126678596,0.109525781266786,-0.0410872375851836,0.0353075244766385,20,-8.32667268468867e-17,83,reference_contamination_above_one_percent
FB2316-baseline,41,additional,selection,169,179,resolved,164,126,173,144,163,4324.13524298055,0.239809422738188,provisional_valid,73.4984609245205,76.0691620455425,76.0691620455425,pulse,resolved,NaN,NaN,2,0.2,23,quadratic,25,144,1,0,20,0,0.100528819997231,-11.9469915382924,0.0536638967475889,-6.65330048485098,20,0,1,0,-1,positive_raw_change_provisional,1,1,0.239809422738188,0.239809422738188,144,163,4324.13524298055,177,5361.10361944157,4193.44860608004,4454.82187988106,0.0604452125370779,0.278447436238652,0.203438378457615,1,0.0886186896555816,0.217723737931116,-0.0665330048485098,0.0536638967475889,20,-1.11022302462516e-16,84,reference_contamination_above_one_percent
FB2316-baseline,52,additional,selection,844,861,resolved,821,784,848,801,820,4984.10636558261,-0.00477858205925508,provisional_valid,57.4831691735338,54.3510139509255,54.3510139509255,pulse,resolved,NaN,NaN,1,0.02,7,quadratic,25,819,1,0,2,1,0.016475132324296,-1.61526972052926,0.000101791513310578,-0.0101305094211357,2,1,0,0,NaN,raw_direction_conflict,1,0,-0.00477858205925508,NaN,801,820,4984.10636558261,861,4960.28940432261,4980.65882973115,4987.55390143406,0.00138341182895237,-0.00408970501792827,-0.00546650675867477,0,-0.00467727696504372,0,-0.000101305094211357,0.000101791513310578,2,0,85,source_fluctuation_dominates
FB2316-baseline,52,additional,selection,844,861,resolved,821,784,848,801,820,4986.13551794993,-0.00113740131137341,provisional_valid,45.0963477974889,190.284096916905,190.284096916905,pulse,resolved,NaN,NaN,1,0.1,7,quadratic,25,819,1,0,2,1,0.0823756616214806,-7.61546822455817,0.000508957566553114,-0.0508378677549604,2,1,0,0,NaN,raw_direction_conflict,1,0,-0.00113740131137341,NaN,801,820,4986.13551794993,844,4980.46428087313,4980.65882973115,4991.61220616871,0.00219676669399052,-3.90608681855031e-05,-0.00223333160412653,0,-0.0186537496805085,0.0180247270466846,-0.000508378677549604,0.000508957566553114,2,9.71445146547012e-17,86,source_fluctuation_dominates
FB2316-baseline,62,additional,selection,850,866,resolved,822,790,854,802,821,3166.7887823186,-0.00264705429002854,provisional_valid,77.4030798877705,83.7473482895307,83.7473482895307,pulse,resolved,NaN,NaN,1,0.1,7,gamma,25,825,1,0,-3,1,0.0662442301401744,-6.30343311860249,0,0,0,1,0,0,NaN,raw_direction_conflict,1,0,-0.00264705429002854,NaN,802,821,3166.7887823186,853,3158.40612048675,3141.95879899917,3191.61876563803,0.0156814900053127,0.00523473493440485,-0.0104062068781089,0,-0.0201667522719866,0.017519697981958,0,0,0,6.24500451351651e-17,87,source_fluctuation_dominates
FB2316-baseline,62,additional,selection,850,866,resolved,828,790,854,808,827,3187.01938928699,-0.0179974587211286,provisional_valid,67.2246729688611,83.4188655406525,83.4188655406525,pulse,resolved,NaN,NaN,1,0.1,7,quadratic,25,825,1,0,3,1,0.0824958370304865,-7.66162566538479,0.0014143671684026,-0.138891215367276,3,1,0,0,NaN,raw_direction_conflict,1,0,-0.0179974587211286,NaN,808,827,3187.01938928699,850,3129.66113938486,3185.53803169308,3188.5007468809,0.00092961944247522,-0.0175408021352419,-0.0184536909874027,0,-0.034345065767642,0.0177365192001862,-0.00138891215367276,0.0014143671684026,3,-3.46944695195361e-18,88,source_fluctuation_dominates
FB2316-baseline,62,additional,selection,850,866,resolved,840,790,854,820,839,3196.91752757102,0.0711278317058388,provisional_valid,13.8117072880671,3.05385767820695,13.8117072880671,rising,resolved,NaN,NaN,1,0.1,23,quadratic,25,825,1,0,15,0,0.0499106029796696,-5.22914934005463,0.0116409621850029,-1.24689585841919,15,0,0,0,NaN,positive_raw_change_provisional,1,1,0.0711278317058388,0.0711278317058388,820,839,3196.91752757102,857,3424.30733944954,3170.82067045474,3223.0143846873,0.0163262623394028,0.0799435525814347,0.0624548732139054,1,-0.0149120088272449,0.0985087991172755,-0.0124689585841919,0.0116409621850029,15,6.93889390390723e-17,89,reference_contamination_above_one_percent
