EventIndex,Component,SameSign,Intersection,TruthVolume,IoU
28,2,1,10073,185656,0.0526973863184548
28,3,1,0,31279,0
28,4,1,0,31279,0
28,5,1,0,31279,0
28,6,0,0,31279,0
29,1,1,0,31279,0
29,2,1,0,185656,0
29,3,1,0,31279,0
29,4,1,0,31279,0
29,5,1,16797,31279,0.39611829072729
29,6,0,3401,31279,0.0609498207885305
30,1,1,0,31279,0
30,2,1,0,185656,0
30,3,1,0,31279,0
30,4,1,0,31279,0
30,5,1,0,31279,0
30,6,0,0,31279,0
31,1,1,0,31279,0
31,2,1,0,185656,0
31,3,1,0,31279,0
31,4,1,0,31279,0
31,5,1,0,31279,0
31,6,0,0,31279,0
32,1,1,0,31279,0
32,2,1,0,185656,0
32,3,1,0,31279,0
32,4,1,0,31279,0
32,5,1,0,31279,0
32,6,0,0,31279,0
33,1,1,0,31279,0
33,2,1,0,185656,0
33,3,1,0,31279,0
33,4,1,0,31279,0
33,5,1,0,31279,0
33,6,0,0,31279,0
34,1,1,0,31279,0
34,2,1,0,185656,0
34,3,1,0,31279,0
34,4,1,0,31279,0
34,5,1,0,31279,0
34,6,0,0,31279,0
35,1,1,0,31279,0
35,2,1,0,185656,0
35,3,1,0,31279,0
35,4,1,0,31279,0
35,5,1,0,31279,0
35,6,0,0,31279,0
36,1,1,0,31279,0
36,2,1,0,185656,0
36,3,1,0,31279,0
36,4,1,0,31279,0
36,5,1,0,31279,0
36,6,0,0,31279,0
37,1,1,0,31279,0
37,2,1,0,185656,0
37,3,1,0,31279,0
37,4,1,0,31279,0
37,5,1,0,31279,0
37,6,0,0,31279,0
38,1,1,0,31279,0
38,2,1,0,185656,0
38,3,1,0,31279,0
38,4,1,0,31279,0
38,5,1,0,31279,0
38,6,0,0,31279,0
39,1,1,0,31279,0
39,2,1,0,185656,0
39,3,1,0,31279,0
39,4,1,0,31279,0
39,5,1,0,31279,0
39,6,0,0,31279,0
40,1,1,0,31279,0
40,2,1,0,185656,0
40,3,1,0,31279,0
40,4,1,0,31279,0
40,5,1,0,31279,0
40,6,0,0,31279,0
41,1,1,0,31279,0
41,2,1,0,185656,0
41,3,1,0,31279,0
41,4,1,0,31279,0
41,5,1,0,31279,0
41,6,0,0,31279,0
42,1,1,0,31279,0
42,2,1,0,185656,0
42,3,1,0,31279,0
42,4,1,0,31279,0
42,5,1,0,31279,0
42,6,0,0,31279,0
43,1,1,0,31279,0
43,2,1,0,185656,0
43,3,1,25020,31279,0.330593800375254
43,4,1,23362,31279,0.30206878717352
43,5,1,0,31279,0
43,6,0,0,31279,0
44,1,1,0,31279,0
44,2,1,0,185656,0
44,3,1,0,31279,0
44,4,1,0,31279,0
44,5,1,0,31279,0
44,6,0,0,31279,0
45,1,1,0,31279,0
45,2,1,0,185656,0
45,3,1,0,31279,0
45,4,1,0,31279,0
45,5,1,0,31279,0
45,6,0,0,31279,0
46,1,1,0,31279,0
46,2,1,0,185656,0
46,3,1,0,31279,0
46,4,1,0,31279,0
46,5,1,0,31279,0
46,6,0,0,31279,0
47,1,1,0,31279,0
47,2,1,0,185656,0
47,3,1,0,31279,0
47,4,1,0,31279,0
47,5,1,0,31279,0
47,6,0,0,31279,0
48,1,1,0,31279,0
48,2,1,0,185656,0
48,3,1,0,31279,0
48,4,1,0,31279,0
48,5,1,0,31279,0
48,6,0,0,31279,0
49,1,1,0,31279,0
49,2,1,0,185656,0
49,3,1,0,31279,0
49,4,1,0,31279,0
49,5,1,0,31279,0
49,6,0,0,31279,0
50,1,1,0,31279,0
50,2,1,0,185656,0
50,3,1,0,31279,0
50,4,1,0,31279,0
50,5,1,0,31279,0
50,6,0,0,31279,0
51,1,1,0,31279,0
51,2,1,0,185656,0
51,3,1,0,31279,0
51,4,1,0,31279,0
51,5,1,0,31279,0
51,6,0,0,31279,0
52,1,1,0,31279,0
52,2,1,0,185656,0
52,3,1,0,31279,0
52,4,1,0,31279,0
52,5,1,0,31279,0
52,6,0,0,31279,0
53,1,0,0,31279,0
53,2,0,0,185656,0
53,3,0,0,31279,0
53,4,0,0,31279,0
53,5,0,0,31279,0
53,6,1,0,31279,0
54,1,0,0,31279,0
54,2,0,0,185656,0
54,3,0,0,31279,0
54,4,0,0,31279,0
54,5,0,0,31279,0
54,6,1,0,31279,0
55,1,0,0,31279,0
55,2,0,0,185656,0
55,3,0,0,31279,0
55,4,0,0,31279,0
55,5,0,0,31279,0
55,6,1,0,31279,0
56,1,0,0,31279,0
56,2,0,0,185656,0
56,3,0,0,31279,0
56,4,0,0,31279,0
56,5,0,0,31279,0
56,6,1,0,31279,0
57,1,0,0,31279,0
57,2,0,0,185656,0
57,3,0,0,31279,0
57,4,0,0,31279,0
57,5,0,0,31279,0
57,6,1,0,31279,0
58,1,0,0,31279,0
58,2,0,0,185656,0
58,3,0,0,31279,0
58,4,0,0,31279,0
58,5,0,0,31279,0
58,6,1,0,31279,0
59,1,0,0,31279,0
59,2,0,0,185656,0
59,3,0,0,31279,0
59,4,0,0,31279,0
59,5,0,0,31279,0
59,6,1,0,31279,0
60,1,0,0,31279,0
60,2,0,0,185656,0
60,3,0,0,31279,0
60,4,0,0,31279,0
60,5,0,0,31279,0
60,6,1,0,31279,0
61,1,0,0,31279,0
61,2,0,0,185656,0
61,3,0,0,31279,0
61,4,0,0,31279,0
61,5,0,0,31279,0
61,6,1,0,31279,0
62,1,0,0,31279,0
62,2,0,0,185656,0
62,3,0,0,31279,0
62,4,0,0,31279,0
62,5,0,0,31279,0
62,6,1,0,31279,0
63,1,0,0,31279,0
63,2,0,0,185656,0
63,3,0,0,31279,0
63,4,0,0,31279,0
63,5,0,0,31279,0
63,6,1,0,31279,0
64,1,0,0,31279,0
64,2,0,0,185656,0
64,3,0,0,31279,0
64,4,0,0,31279,0
64,5,0,0,31279,0
64,6,1,0,31279,0
65,1,0,0,31279,0
65,2,0,0,185656,0
65,3,0,0,31279,0
65,4,0,0,31279,0
65,5,0,0,31279,0
65,6,1,0,31279,0
66,1,0,0,31279,0
66,2,0,0,185656,0
66,3,0,0,31279,0
66,4,0,0,31279,0
66,5,0,0,31279,0
66,6,1,0,31279,0
67,1,0,0,31279,0
67,2,0,0,185656,0
67,3,0,0,31279,0
67,4,0,0,31279,0
67,5,0,0,31279,0
67,6,1,0,31279,0
68,1,0,0,31279,0
68,2,0,0,185656,0
68,3,0,0,31279,0
68,4,0,0,31279,0
68,5,0,0,31279,0
68,6,1,0,31279,0
69,1,0,0,31279,0
69,2,0,0,185656,0
69,3,0,0,31279,0
69,4,0,0,31279,0
69,5,0,0,31279,0
69,6,1,0,31279,0
70,1,0,0,31279,0
70,2,0,0,185656,0
70,3,0,0,31279,0
70,4,0,0,31279,0
70,5,0,0,31279,0
70,6,1,0,31279,0
71,1,0,0,31279,0
71,2,0,0,185656,0
71,3,0,0,31279,0
71,4,0,0,31279,0
71,5,0,0,31279,0
71,6,1,0,31279,0
72,1,0,0,31279,0
72,2,0,0,185656,0
72,3,0,0,31279,0
72,4,0,0,31279,0
72,5,0,0,31279,0
72,6,1,0,31279,0
73,1,0,0,31279,0
73,2,0,0,185656,0
73,3,0,0,31279,0
73,4,0,0,31279,0
73,5,0,0,31279,0
73,6,1,0,31279,0
74,1,0,0,31279,0
74,2,0,0,185656,0
74,3,0,0,31279,0
74,4,0,0,31279,0
74,5,0,0,31279,0
74,6,1,0,31279,0
75,1,0,0,31279,0
75,2,0,0,185656,0
75,3,0,0,31279,0
75,4,0,0,31279,0
75,5,0,0,31279,0
75,6,1,0,31279,0
76,1,0,0,31279,0
76,2,0,0,185656,0
76,3,0,0,31279,0
76,4,0,0,31279,0
76,5,0,0,31279,0
76,6,1,0,31279,0
77,1,0,0,31279,0
77,2,0,0,185656,0
77,3,0,0,31279,0
77,4,0,0,31279,0
77,5,0,0,31279,0
77,6,1,0,31279,0
78,1,0,0,31279,0
78,2,0,0,185656,0
78,3,0,0,31279,0
78,4,0,0,31279,0
78,5,0,0,31279,0
78,6,1,0,31279,0
79,1,0,0,31279,0
79,2,0,0,185656,0
79,3,0,0,31279,0
79,4,0,0,31279,0
79,5,0,0,31279,0
79,6,1,0,31279,0
80,1,0,0,31279,0
80,2,0,0,185656,0
80,3,0,0,31279,0
80,4,0,0,31279,0
80,5,0,0,31279,0
80,6,1,0,31279,0
81,1,0,0,31279,0
81,2,0,0,185656,0
81,3,0,0,31279,0
81,4,0,0,31279,0
81,5,0,0,31279,0
81,6,1,0,31279,0
82,1,0,0,31279,0
82,2,0,0,185656,0
82,3,0,0,31279,0
82,4,0,0,31279,0
82,5,0,0,31279,0
82,6,1,0,31279,0
83,1,0,0,31279,0
83,2,0,0,185656,0
83,3,0,0,31279,0
83,4,0,0,31279,0
83,5,0,0,31279,0
83,6,1,0,31279,0
84,1,0,0,31279,0
84,2,0,0,185656,0
84,3,0,0,31279,0
84,4,0,0,31279,0
84,5,0,0,31279,0
84,6,1,0,31279,0
85,1,0,0,31279,0
85,2,0,0,185656,0
85,3,0,0,31279,0
85,4,0,0,31279,0
85,5,0,0,31279,0
85,6,1,0,31279,0
86,1,0,0,31279,0
86,2,0,0,185656,0
86,3,0,0,31279,0
86,4,0,0,31279,0
86,5,0,0,31279,0
86,6,1,0,31279,0
87,1,0,0,31279,0
87,2,0,0,185656,0
87,3,0,0,31279,0
87,4,0,0,31279,0
87,5,0,0,31279,0
87,6,1,0,31279,0
88,1,0,0,31279,0
88,2,0,0,185656,0
88,3,0,0,31279,0
88,4,0,0,31279,0
88,5,0,0,31279,0
88,6,1,0,31279,0
89,1,0,0,31279,0
89,2,0,0,185656,0
89,3,0,0,31279,0
89,4,0,0,31279,0
89,5,0,0,31279,0
89,6,1,0,31279,0
90,1,0,0,31279,0
90,2,0,0,185656,0
90,3,0,0,31279,0
90,4,0,0,31279,0
90,5,0,0,31279,0
90,6,1,0,31279,0
91,1,0,0,31279,0
91,2,0,0,185656,0
91,3,0,0,31279,0
91,4,0,0,31279,0
91,5,0,0,31279,0
91,6,1,0,31279,0
92,1,0,0,31279,0
92,2,0,0,185656,0
92,3,0,0,31279,0
92,4,0,0,31279,0
92,5,0,0,31279,0
92,6,1,0,31279,0
93,1,0,0,31279,0
93,2,0,0,185656,0
93,3,0,0,31279,0
93,4,0,0,31279,0
93,5,0,0,31279,0
93,6,1,0,31279,0
94,1,0,0,31279,0
94,2,0,0,185656,0
94,3,0,0,31279,0
94,4,0,0,31279,0
94,5,0,0,31279,0
94,6,1,0,31279,0
95,1,0,0,31279,0
95,2,0,0,185656,0
95,3,0,0,31279,0
95,4,0,0,31279,0
95,5,0,0,31279,0
95,6,1,0,31279,0
96,1,0,0,31279,0
96,2,0,0,185656,0
96,3,0,0,31279,0
96,4,0,0,31279,0
96,5,0,0,31279,0
96,6,1,0,31279,0
97,1,0,0,31279,0
97,2,0,0,185656,0
97,3,0,0,31279,0
97,4,0,0,31279,0
97,5,0,0,31279,0
97,6,1,0,31279,0
98,1,0,0,31279,0
98,2,0,0,185656,0
98,3,0,0,31279,0
98,4,0,0,31279,0
98,5,0,0,31279,0
98,6,1,0,31279,0
99,1,0,0,31279,0
99,2,0,0,185656,0
99,3,0,0,31279,0
99,4,0,0,31279,0
99,5,0,0,31279,0
99,6,1,0,31279,0
100,1,0,0,31279,0
100,2,0,0,185656,0
100,3,0,0,31279,0
100,4,0,0,31279,0
100,5,0,0,31279,0
100,6,1,0,31279,0
101,1,0,0,31279,0
101,2,0,0,185656,0
101,3,0,0,31279,0
101,4,0,0,31279,0
101,5,0,0,31279,0
101,6,1,0,31279,0
102,1,0,0,31279,0
102,2,0,0,185656,0
102,3,0,0,31279,0
102,4,0,0,31279,0
102,5,0,0,31279,0
102,6,1,0,31279,0
103,1,0,0,31279,0
103,2,0,0,185656,0
103,3,0,0,31279,0
103,4,0,0,31279,0
103,5,0,0,31279,0
103,6,1,0,31279,0
104,1,0,0,31279,0
104,2,0,0,185656,0
104,3,0,0,31279,0
104,4,0,0,31279,0
104,5,0,0,31279,0
104,6,1,0,31279,0
105,1,0,0,31279,0
105,2,0,0,185656,0
105,3,0,0,31279,0
105,4,0,0,31279,0
105,5,0,0,31279,0
105,6,1,0,31279,0
106,1,0,0,31279,0
106,2,0,0,185656,0
106,3,0,0,31279,0
106,4,0,0,31279,0
106,5,0,0,31279,0
106,6,1,0,31279,0
107,1,0,0,31279,0
107,2,0,0,185656,0
107,3,0,0,31279,0
107,4,0,0,31279,0
107,5,0,0,31279,0
107,6,1,0,31279,0
108,1,0,0,31279,0
108,2,0,0,185656,0
108,3,0,0,31279,0
108,4,0,0,31279,0
108,5,0,0,31279,0
108,6,1,0,31279,0
109,1,0,0,31279,0
109,2,0,0,185656,0
109,3,0,0,31279,0
109,4,0,0,31279,0
109,5,0,0,31279,0
109,6,1,0,31279,0
110,1,0,0,31279,0
110,2,0,0,185656,0
110,3,0,0,31279,0
110,4,0,0,31279,0
110,5,0,0,31279,0
110,6,1,0,31279,0
111,1,0,0,31279,0
111,2,0,0,185656,0
111,3,0,0,31279,0
111,4,0,0,31279,0
111,5,0,0,31279,0
111,6,1,0,31279,0
112,1,0,0,31279,0
112,2,0,0,185656,0
112,3,0,0,31279,0
112,4,0,0,31279,0
112,5,0,0,31279,0
112,6,1,0,31279,0
113,1,0,0,31279,0
113,2,0,0,185656,0
113,3,0,0,31279,0
113,4,0,0,31279,0
113,5,0,0,31279,0
113,6,1,0,31279,0
114,1,0,0,31279,0
114,2,0,0,185656,0
114,3,0,0,31279,0
114,4,0,0,31279,0
114,5,0,0,31279,0
114,6,1,0,31279,0
115,1,0,0,31279,0
115,2,0,0,185656,0
115,3,0,0,31279,0
115,4,0,0,31279,0
115,5,0,0,31279,0
115,6,1,0,31279,0
116,1,0,0,31279,0
116,2,0,0,185656,0
116,3,0,0,31279,0
116,4,0,0,31279,0
116,5,0,0,31279,0
116,6,1,0,31279,0
117,1,0,0,31279,0
117,2,0,0,185656,0
117,3,0,0,31279,0
117,4,0,0,31279,0
117,5,0,0,31279,0
117,6,1,0,31279,0
118,1,0,0,31279,0
118,2,0,0,185656,0
118,3,0,0,31279,0
118,4,0,0,31279,0
118,5,0,0,31279,0
118,6,1,0,31279,0
119,1,0,0,31279,0
119,2,0,0,185656,0
119,3,0,0,31279,0
119,4,0,0,31279,0
119,5,0,0,31279,0
119,6,1,0,31279,0
120,1,0,0,31279,0
120,2,0,0,185656,0
120,3,0,0,31279,0
120,4,0,0,31279,0
120,5,0,0,31279,0
120,6,1,0,31279,0
121,1,0,0,31279,0
121,2,0,0,185656,0
121,3,0,0,31279,0
121,4,0,0,31279,0
121,5,0,0,31279,0
121,6,1,0,31279,0
122,1,0,0,31279,0
122,2,0,0,185656,0
122,3,0,0,31279,0
122,4,0,0,31279,0
122,5,0,0,31279,0
122,6,1,0,31279,0
123,1,0,0,31279,0
123,2,0,0,185656,0
123,3,0,0,31279,0
123,4,0,0,31279,0
123,5,0,0,31279,0
123,6,1,0,31279,0
124,1,0,0,31279,0
124,2,0,0,185656,0
124,3,0,0,31279,0
124,4,0,0,31279,0
124,5,0,0,31279,0
124,6,1,0,31279,0
125,1,0,0,31279,0
125,2,0,0,185656,0
125,3,0,0,31279,0
125,4,0,0,31279,0
125,5,0,0,31279,0
125,6,1,0,31279,0
126,1,0,0,31279,0
126,2,0,0,185656,0
126,3,0,0,31279,0
126,4,0,0,31279,0
126,5,0,0,31279,0
126,6,1,0,31279,0
127,1,0,0,31279,0
127,2,0,0,185656,0
127,3,0,0,31279,0
127,4,0,0,31279,0
127,5,0,0,31279,0
127,6,1,0,31279,0
128,1,0,0,31279,0
128,2,0,0,185656,0
128,3,0,0,31279,0
128,4,0,0,31279,0
128,5,0,0,31279,0
128,6,1,0,31279,0
129,1,0,0,31279,0
129,2,0,0,185656,0
129,3,0,0,31279,0
129,4,0,0,31279,0
129,5,0,0,31279,0
129,6,1,0,31279,0
130,1,0,0,31279,0
130,2,0,0,185656,0
130,3,0,0,31279,0
130,4,0,0,31279,0
130,5,0,0,31279,0
130,6,1,0,31279,0
131,1,0,0,31279,0
131,2,0,0,185656,0
131,3,0,0,31279,0
131,4,0,0,31279,0
131,5,0,0,31279,0
131,6,1,0,31279,0
132,1,0,0,31279,0
132,2,0,0,185656,0
132,3,0,0,31279,0
132,4,0,0,31279,0
132,5,0,0,31279,0
132,6,1,0,31279,0
133,1,0,0,31279,0
133,2,0,0,185656,0
133,3,0,0,31279,0
133,4,0,0,31279,0
133,5,0,0,31279,0
133,6,1,0,31279,0
134,1,0,0,31279,0
134,2,0,0,185656,0
134,3,0,0,31279,0
134,4,0,0,31279,0
134,5,0,0,31279,0
134,6,1,0,31279,0
135,1,0,0,31279,0
135,2,0,0,185656,0
135,3,0,0,31279,0
135,4,0,0,31279,0
135,5,0,0,31279,0
135,6,1,0,31279,0
136,1,0,294,31279,0.00776135163674762
136,2,0,0,185656,0
136,3,0,0,31279,0
136,4,0,0,31279,0
136,5,0,0,31279,0
136,6,1,0,31279,0
137,1,0,0,31279,0
137,2,0,516,185656,0.00243729630154457
137,3,0,0,31279,0
137,4,0,0,31279,0
137,5,0,0,31279,0
137,6,1,0,31279,0
138,1,0,0,31279,0
138,2,0,5,185656,2.66022537429371e-05
138,3,0,0,31279,0
138,4,0,0,31279,0
138,5,0,0,31279,0
138,6,1,0,31279,0
139,1,0,0,31279,0
139,2,0,35,185656,0.000185723685606945
139,3,0,0,31279,0
139,4,0,0,31279,0
139,5,0,0,31279,0
139,6,1,0,31279,0
140,1,0,0,31279,0
140,2,0,218,185656,0.00117189179890767
140,3,0,0,31279,0
140,4,0,0,31279,0
140,5,0,0,31279,0
140,6,1,0,31279,0
141,1,0,0,31279,0
141,2,0,3489,185656,0.0186880346229452
141,3,0,0,31279,0
141,4,0,0,31279,0
141,5,0,0,31279,0
141,6,1,0,31279,0
142,1,0,0,31279,0
142,2,0,15612,185656,0.0838606405036365
142,3,0,0,31279,0
142,4,0,0,31279,0
142,5,0,0,31279,0
142,6,1,0,31279,0
143,1,0,0,31279,0
143,2,0,828,185656,0.00445986124876115
143,3,0,0,31279,0
143,4,0,0,31279,0
143,5,0,0,31279,0
143,6,1,0,31279,0
144,1,0,0,31279,0
144,2,0,683,185656,0.00367884689964235
144,3,0,0,31279,0
144,4,0,0,31279,0
144,5,0,0,31279,0
144,6,1,0,31279,0
145,1,0,0,31279,0
145,2,0,23078,185656,0.117658455012644
145,3,0,0,31279,0
145,4,0,0,31279,0
145,5,0,0,31279,0
145,6,1,0,31279,0
146,1,0,0,31279,0
146,2,0,0,185656,0
146,3,0,0,31279,0
146,4,0,0,31279,0
146,5,0,0,31279,0
146,6,1,0,31279,0
147,1,0,0,31279,0
147,2,0,0,185656,0
147,3,0,0,31279,0
147,4,0,0,31279,0
147,5,0,0,31279,0
147,6,1,0,31279,0
148,1,0,0,31279,0
148,2,0,0,185656,0
148,3,0,0,31279,0
148,4,0,0,31279,0
148,5,0,0,31279,0
148,6,1,0,31279,0
149,1,0,0,31279,0
149,2,0,0,185656,0
149,3,0,0,31279,0
149,4,0,0,31279,0
149,5,0,0,31279,0
149,6,1,0,31279,0
150,1,0,0,31279,0
150,2,0,0,185656,0
150,3,0,0,31279,0
150,4,0,0,31279,0
150,5,0,14,31279,0.000371559754770562
150,6,1,0,31279,0
151,1,0,0,31279,0
151,2,0,0,185656,0
151,3,0,0,31279,0
151,4,0,0,31279,0
151,5,0,4886,31279,0.103049732146623
151,6,1,15841,31279,0.434488055075564
152,1,0,0,31279,0
152,2,0,0,185656,0
152,3,0,0,31279,0
152,4,0,0,31279,0
152,5,0,0,31279,0
152,6,1,0,31279,0
153,1,0,0,31279,0
153,2,0,0,185656,0
153,3,0,0,31279,0
153,4,0,0,31279,0
153,5,0,0,31279,0
153,6,1,0,31279,0
154,1,0,0,31279,0
154,2,0,0,185656,0
154,3,0,0,31279,0
154,4,0,0,31279,0
154,5,0,0,31279,0
154,6,1,0,31279,0
155,1,0,0,31279,0
155,2,0,0,185656,0
155,3,0,0,31279,0
155,4,0,0,31279,0
155,5,0,0,31279,0
155,6,1,0,31279,0
156,1,0,0,31279,0
156,2,0,0,185656,0
156,3,0,0,31279,0
156,4,0,0,31279,0
156,5,0,0,31279,0
156,6,1,0,31279,0
157,1,0,0,31279,0
157,2,0,0,185656,0
157,3,0,0,31279,0
157,4,0,0,31279,0
157,5,0,0,31279,0
157,6,1,0,31279,0
158,1,0,0,31279,0
158,2,0,0,185656,0
158,3,0,0,31279,0
158,4,0,0,31279,0
158,5,0,0,31279,0
158,6,1,0,31279,0
159,1,0,0,31279,0
159,2,0,0,185656,0
159,3,0,0,31279,0
159,4,0,0,31279,0
159,5,0,0,31279,0
159,6,1,0,31279,0
160,1,0,0,31279,0
160,2,0,0,185656,0
160,3,0,0,31279,0
160,4,0,0,31279,0
160,5,0,0,31279,0
160,6,1,0,31279,0
161,1,0,0,31279,0
161,2,0,0,185656,0
161,3,0,0,31279,0
161,4,0,0,31279,0
161,5,0,0,31279,0
161,6,1,0,31279,0
162,1,0,0,31279,0
162,2,0,0,185656,0
162,3,0,0,31279,0
162,4,0,0,31279,0
162,5,0,0,31279,0
162,6,1,0,31279,0
163,1,0,0,31279,0
163,2,0,0,185656,0
163,3,0,0,31279,0
163,4,0,0,31279,0
163,5,0,0,31279,0
163,6,1,0,31279,0
164,1,0,0,31279,0
164,2,0,0,185656,0
164,3,0,0,31279,0
164,4,0,0,31279,0
164,5,0,0,31279,0
164,6,1,0,31279,0
165,1,0,0,31279,0
165,2,0,0,185656,0
165,3,0,0,31279,0
165,4,0,0,31279,0
165,5,0,0,31279,0
165,6,1,0,31279,0
166,1,0,0,31279,0
166,2,0,0,185656,0
166,3,0,0,31279,0
166,4,0,0,31279,0
166,5,0,0,31279,0
166,6,1,0,31279,0
167,1,0,0,31279,0
167,2,0,0,185656,0
167,3,0,0,31279,0
167,4,0,0,31279,0
167,5,0,0,31279,0
167,6,1,0,31279,0
168,1,0,0,31279,0
168,2,0,0,185656,0
168,3,0,0,31279,0
168,4,0,0,31279,0
168,5,0,0,31279,0
168,6,1,0,31279,0
169,1,0,0,31279,0
169,2,0,0,185656,0
169,3,0,0,31279,0
169,4,0,0,31279,0
169,5,0,0,31279,0
169,6,1,0,31279,0
170,1,0,0,31279,0
170,2,0,0,185656,0
170,3,0,0,31279,0
170,4,0,0,31279,0
170,5,0,0,31279,0
170,6,1,0,31279,0
171,1,0,0,31279,0
171,2,0,0,185656,0
171,3,0,0,31279,0
171,4,0,0,31279,0
171,5,0,0,31279,0
171,6,1,0,31279,0
172,1,0,0,31279,0
172,2,0,0,185656,0
172,3,0,0,31279,0
172,4,0,0,31279,0
172,5,0,0,31279,0
172,6,1,0,31279,0
173,1,0,0,31279,0
173,2,0,0,185656,0
173,3,0,0,31279,0
173,4,0,0,31279,0
173,5,0,0,31279,0
173,6,1,0,31279,0
174,1,0,0,31279,0
174,2,0,0,185656,0
174,3,0,0,31279,0
174,4,0,0,31279,0
174,5,0,0,31279,0
174,6,1,0,31279,0
175,1,0,0,31279,0
175,2,0,0,185656,0
175,3,0,0,31279,0
175,4,0,0,31279,0
175,5,0,0,31279,0
175,6,1,0,31279,0
176,1,0,0,31279,0
176,2,0,0,185656,0
176,3,0,0,31279,0
176,4,0,0,31279,0
176,5,0,0,31279,0
176,6,1,0,31279,0
177,1,0,0,31279,0
177,2,0,0,185656,0
177,3,0,0,31279,0
177,4,0,0,31279,0
177,5,0,0,31279,0
