Session,EventRow,AmplitudeFraction,RiseFrames,Shape,DelayFrames,Constructible,PreviousStatus,PulseStatus,PreviousErrorSec,PulseErrorSec,PreviousWithinFiveSec,PulseWithinFiveSec
FB2312-baseline-awake,31,0.1,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.1,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.1,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.1,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.1,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.1,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.1,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.1,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.1,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.1,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.1,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.1,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.2,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.2,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.2,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.2,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.2,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.2,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.2,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.2,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.2,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.2,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.2,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,31,0.2,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,32,0.02,5,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.02,5,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.02,5,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.02,5,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.02,15,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.02,15,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.02,15,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.02,15,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.02,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.02,30,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.02,30,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.02,30,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.05,5,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.05,5,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.05,5,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.05,5,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.05,15,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.05,15,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.05,15,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.05,15,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.05,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.05,30,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.05,30,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.05,30,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.1,5,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.1,5,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.1,5,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.1,5,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.1,15,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.1,15,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.1,15,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.1,15,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.1,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.1,30,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.1,30,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.1,30,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.2,5,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.2,5,linear,25,1,not_a_rising_change,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.2,5,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.2,5,sine_squared,25,1,not_a_rising_change,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.2,15,linear,10,1,resolved,insufficient_improvement,9,NaN,0,0
FB2312-baseline-awake,32,0.2,15,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.2,15,sine_squared,10,1,resolved,insufficient_improvement,9,NaN,0,0
FB2312-baseline-awake,32,0.2,15,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.2,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.2,30,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.2,30,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,32,0.2,30,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,33,0.02,5,linear,10,1,resolved,insufficient_improvement,-1,NaN,1,0
FB2312-baseline-awake,33,0.02,5,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,33,0.02,5,sine_squared,10,1,resolved,insufficient_improvement,-1,NaN,1,0
FB2312-baseline-awake,33,0.02,5,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,33,0.02,15,linear,10,1,resolved,insufficient_improvement,0,NaN,1,0
FB2312-baseline-awake,33,0.02,15,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,33,0.02,15,sine_squared,10,1,resolved,insufficient_improvement,0,NaN,1,0
FB2312-baseline-awake,33,0.02,15,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,33,0.02,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,33,0.02,30,linear,25,1,resolved,insufficient_improvement,14,NaN,0,0
FB2312-baseline-awake,33,0.02,30,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,33,0.02,30,sine_squared,25,1,resolved,insufficient_improvement,14,NaN,0,0
FB2312-baseline-awake,33,0.05,5,linear,10,1,resolved,resolved,-1,0,1,1
FB2312-baseline-awake,33,0.05,5,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,33,0.05,5,sine_squared,10,1,resolved,resolved,-1,2,1,1
FB2312-baseline-awake,33,0.05,5,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,33,0.05,15,linear,10,1,resolved,insufficient_improvement,0,NaN,1,0
FB2312-baseline-awake,33,0.05,15,linear,25,1,resolved,insufficient_improvement,13,NaN,0,0
FB2312-baseline-awake,33,0.05,15,sine_squared,10,1,resolved,resolved,0,0,1,1
FB2312-baseline-awake,33,0.05,15,sine_squared,25,1,broad_profile_unresolved,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,33,0.05,30,linear,10,1,resolved,insufficient_improvement,0,NaN,1,0
FB2312-baseline-awake,33,0.05,30,linear,25,1,resolved,insufficient_improvement,14,NaN,0,0
FB2312-baseline-awake,33,0.05,30,sine_squared,10,1,resolved,insufficient_improvement,0,NaN,1,0
FB2312-baseline-awake,33,0.05,30,sine_squared,25,1,resolved,insufficient_improvement,14,NaN,0,0
FB2312-baseline-awake,33,0.1,5,linear,10,1,resolved,resolved,-2,0,1,1
FB2312-baseline-awake,33,0.1,5,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,33,0.1,5,sine_squared,10,1,resolved,resolved,-2,0,1,1
FB2312-baseline-awake,33,0.1,5,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,33,0.1,15,linear,10,1,resolved,resolved,0,0,1,1
FB2312-baseline-awake,33,0.1,15,linear,25,1,resolved,insufficient_improvement,5,NaN,1,0
FB2312-baseline-awake,33,0.1,15,sine_squared,10,1,resolved,resolved,0,0,1,1
FB2312-baseline-awake,33,0.1,15,sine_squared,25,1,resolved,insufficient_improvement,2,NaN,1,0
FB2312-baseline-awake,33,0.1,30,linear,10,1,resolved,insufficient_improvement,0,NaN,1,0
FB2312-baseline-awake,33,0.1,30,linear,25,1,resolved,broad_profile_unresolved,14,NaN,0,0
FB2312-baseline-awake,33,0.1,30,sine_squared,10,1,resolved,insufficient_improvement,0,NaN,1,0
FB2312-baseline-awake,33,0.1,30,sine_squared,25,1,resolved,resolved,13,15,0,0
FB2312-baseline-awake,33,0.2,5,linear,10,1,resolved,resolved,-2,0,1,1
FB2312-baseline-awake,33,0.2,5,linear,25,1,insufficient_improvement,resolved,NaN,2,0,1
FB2312-baseline-awake,33,0.2,5,sine_squared,10,1,resolved,resolved,-2,0,1,1
FB2312-baseline-awake,33,0.2,5,sine_squared,25,1,insufficient_improvement,resolved,NaN,2,0,1
FB2312-baseline-awake,33,0.2,15,linear,10,1,resolved,resolved,0,0,1,1
FB2312-baseline-awake,33,0.2,15,linear,25,1,resolved,resolved,1,1,1,1
FB2312-baseline-awake,33,0.2,15,sine_squared,10,1,resolved,resolved,1,1,1,1
FB2312-baseline-awake,33,0.2,15,sine_squared,25,1,resolved,resolved,1,1,1,1
FB2312-baseline-awake,33,0.2,30,linear,10,1,resolved,resolved,0,0,1,1
FB2312-baseline-awake,33,0.2,30,linear,25,1,resolved,resolved,12,1,0,1
FB2312-baseline-awake,33,0.2,30,sine_squared,10,1,resolved,resolved,0,-3,1,1
FB2312-baseline-awake,33,0.2,30,sine_squared,25,1,resolved,broad_profile_unresolved,8,NaN,0,0
FB2312-baseline-awake,34,0.02,5,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.02,5,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.02,5,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.02,5,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.02,15,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.02,15,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.02,15,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.02,15,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.02,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.02,30,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.02,30,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.02,30,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.05,5,linear,10,1,search_boundary_unresolved,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.05,5,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.05,5,sine_squared,10,1,search_boundary_unresolved,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.05,5,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.05,15,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.05,15,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.05,15,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.05,15,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.05,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.05,30,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.05,30,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.05,30,sine_squared,25,1,search_boundary_unresolved,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.1,5,linear,10,1,search_boundary_unresolved,resolved,NaN,3,0,1
FB2312-baseline-awake,34,0.1,5,linear,25,1,insufficient_improvement,resolved,NaN,-4,0,1
FB2312-baseline-awake,34,0.1,5,sine_squared,10,1,search_boundary_unresolved,resolved,NaN,3,0,1
FB2312-baseline-awake,34,0.1,5,sine_squared,25,1,insufficient_improvement,resolved,NaN,-4,0,1
FB2312-baseline-awake,34,0.1,15,linear,10,1,search_boundary_unresolved,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.1,15,linear,25,1,search_boundary_unresolved,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.1,15,sine_squared,10,1,resolved,insufficient_improvement,3,NaN,1,0
FB2312-baseline-awake,34,0.1,15,sine_squared,25,1,search_boundary_unresolved,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.1,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.1,30,linear,25,1,search_boundary_unresolved,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.1,30,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.1,30,sine_squared,25,1,search_boundary_unresolved,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.2,5,linear,10,1,resolved,resolved,-8,3,0,1
FB2312-baseline-awake,34,0.2,5,linear,25,1,insufficient_improvement,search_boundary_unresolved,NaN,NaN,0,0
FB2312-baseline-awake,34,0.2,5,sine_squared,10,1,resolved,resolved,-8,2,0,1
FB2312-baseline-awake,34,0.2,5,sine_squared,25,1,not_a_rising_change,search_boundary_unresolved,NaN,NaN,0,0
FB2312-baseline-awake,34,0.2,15,linear,10,1,resolved,resolved,3,4,1,1
FB2312-baseline-awake,34,0.2,15,linear,25,1,search_boundary_unresolved,search_boundary_unresolved,NaN,NaN,0,0
FB2312-baseline-awake,34,0.2,15,sine_squared,10,1,resolved,resolved,3,4,1,1
FB2312-baseline-awake,34,0.2,15,sine_squared,25,1,search_boundary_unresolved,resolved,NaN,6,0,0
FB2312-baseline-awake,34,0.2,30,linear,10,1,search_boundary_unresolved,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,34,0.2,30,linear,25,1,search_boundary_unresolved,search_boundary_unresolved,NaN,NaN,0,0
FB2312-baseline-awake,34,0.2,30,sine_squared,10,1,resolved,insufficient_improvement,4,NaN,1,0
FB2312-baseline-awake,34,0.2,30,sine_squared,25,1,resolved,resolved,-4,-4,1,1
FB2312-baseline-awake,35,0.02,5,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.02,5,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.02,5,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.02,5,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.02,15,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.02,15,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.02,15,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.02,15,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.02,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.02,30,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.02,30,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.02,30,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.05,5,linear,10,1,resolved,insufficient_improvement,-2,NaN,1,0
FB2312-baseline-awake,35,0.05,5,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.05,5,sine_squared,10,1,resolved,insufficient_improvement,-2,NaN,1,0
FB2312-baseline-awake,35,0.05,5,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.05,15,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.05,15,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.05,15,sine_squared,10,1,resolved,insufficient_improvement,4,NaN,1,0
FB2312-baseline-awake,35,0.05,15,sine_squared,25,1,resolved,insufficient_improvement,-14,NaN,0,0
FB2312-baseline-awake,35,0.05,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.05,30,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.05,30,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.05,30,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.1,5,linear,10,1,resolved,resolved,-2,0,1,1
FB2312-baseline-awake,35,0.1,5,linear,25,1,insufficient_improvement,resolved,NaN,-6,0,0
FB2312-baseline-awake,35,0.1,5,sine_squared,10,1,resolved,resolved,-2,0,1,1
FB2312-baseline-awake,35,0.1,5,sine_squared,25,1,insufficient_improvement,resolved,NaN,-6,0,0
FB2312-baseline-awake,35,0.1,15,linear,10,1,resolved,resolved,3,5,1,1
FB2312-baseline-awake,35,0.1,15,linear,25,1,resolved,resolved,-13,-13,0,0
FB2312-baseline-awake,35,0.1,15,sine_squared,10,1,resolved,resolved,4,5,1,1
FB2312-baseline-awake,35,0.1,15,sine_squared,25,1,resolved,resolved,-13,-13,0,0
FB2312-baseline-awake,35,0.1,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.1,30,linear,25,1,resolved,insufficient_improvement,-13,NaN,0,0
FB2312-baseline-awake,35,0.1,30,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.1,30,sine_squared,25,1,broad_profile_unresolved,insufficient_improvement,NaN,NaN,0,0
FB2312-baseline-awake,35,0.2,5,linear,10,1,resolved,resolved,-3,-1,1,1
FB2312-baseline-awake,35,0.2,5,linear,25,1,not_a_rising_change,resolved,NaN,-5,0,1
FB2312-baseline-awake,35,0.2,5,sine_squared,10,1,resolved,resolved,-3,-1,1,1
FB2312-baseline-awake,35,0.2,5,sine_squared,25,1,not_a_rising_change,resolved,NaN,-4,0,1
FB2312-baseline-awake,35,0.2,15,linear,10,1,resolved,resolved,2,2,1,1
FB2312-baseline-awake,35,0.2,15,linear,25,1,resolved,resolved,-9,-7,0,0
FB2312-baseline-awake,35,0.2,15,sine_squared,10,1,resolved,resolved,3,5,1,1
FB2312-baseline-awake,35,0.2,15,sine_squared,25,1,resolved,search_boundary_unresolved,-9,NaN,0,0
FB2312-baseline-awake,35,0.2,30,linear,10,1,resolved,resolved,3,5,1,1
FB2312-baseline-awake,35,0.2,30,linear,25,1,resolved,resolved,-8,-13,0,0
FB2312-baseline-awake,35,0.2,30,sine_squared,10,1,resolved,resolved,4,5,1,1
FB2312-baseline-awake,35,0.2,30,sine_squared,25,1,resolved,broad_profile_unresolved,8,NaN,0,0
FB2312-baseline-awake,36,0.02,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.02,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.02,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.02,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.02,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.02,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.02,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.02,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.02,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.02,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.02,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.02,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.05,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.05,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.05,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.05,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.05,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.05,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.05,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.05,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.05,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.05,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.05,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.05,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.1,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.1,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.1,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.1,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.1,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.1,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
FB2312-baseline-awake,36,0.1,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
