Session,Context,AmplitudeFraction,RiseFrames,Shape,DelayFrames,Planned,Constructible,Resolved,WithinFiveSec,BaselineUnderOnePercent,WithinFiveSecAndClean,AvailableAmplitudes,SameOnsetAsControl,ResolvedFraction,WithinFiveSecFractionAll,WithinFiveSecFractionResolved,MedianOnsetErrorSec,MedianBaselineImposedFraction,MedianBaselineEffectPP,MedianAbsoluteErrorSec,P90AbsoluteErrorSec
M400-01-baseline-awake,available,0.02,30,linear,25,51,48,9,3,9,3,9,5,0.1875,0.0625,0.3333333333333333,3.0,0.000199052627992469,-0.0240112113765178,7.0,15.8
M400-01-baseline-awake,available,0.02,30,sine_squared,10,51,48,8,0,8,0,8,5,0.16666666666666666,0.0,0.0,-15.0,0.0,0.0,15.0,27.6
M400-01-baseline-awake,available,0.02,30,sine_squared,25,51,48,10,4,10,4,10,4,0.20833333333333334,0.08333333333333333,0.4,0.5,1.89823742048345e-05,-0.002290164282103825,7.0,14.899999999999997
M400-01-baseline-awake,available,0.02,5,linear,10,51,48,10,1,10,1,10,3,0.20833333333333334,0.020833333333333332,0.1,-10.5,0.0,0.0,10.5,23.599999999999998
M400-01-baseline-awake,available,0.02,5,linear,25,51,48,4,1,4,1,4,2,0.08333333333333333,0.020833333333333332,0.25,-9.0,0.0,0.0,9.0,12.8
M400-01-baseline-awake,available,0.02,5,sine_squared,10,51,48,10,1,10,1,10,3,0.20833333333333334,0.020833333333333332,0.1,-10.5,0.0,0.0,10.5,23.599999999999998
M400-01-baseline-awake,available,0.02,5,sine_squared,25,51,48,4,1,4,1,4,2,0.08333333333333333,0.020833333333333332,0.25,-9.0,0.0,0.0,9.0,12.8
M400-01-baseline-awake,available,0.05,15,linear,10,51,48,11,5,11,5,11,3,0.22916666666666666,0.10416666666666667,0.45454545454545453,-1.0,0.0,0.0,8.0,23.0
M400-01-baseline-awake,available,0.05,15,linear,25,51,48,11,8,11,8,11,2,0.22916666666666666,0.16666666666666666,0.7272727272727273,-2.0,0.0,0.0,4.0,11.0
M400-01-baseline-awake,available,0.05,15,sine_squared,10,51,48,12,6,12,6,12,2,0.25,0.125,0.5,-1.0,0.0,0.0,5.5,21.800000000000004
M400-01-baseline-awake,available,0.05,15,sine_squared,25,51,48,11,8,11,8,11,3,0.22916666666666666,0.16666666666666666,0.7272727272727273,-2.0,0.0,0.0,4.0,11.0
M400-01-baseline-awake,available,0.05,30,linear,10,51,48,9,1,9,1,9,3,0.1875,0.020833333333333332,0.1111111111111111,-11.0,0.0,0.0,11.0,24.200000000000003
M400-01-baseline-awake,available,0.05,30,linear,25,51,48,12,6,11,6,12,4,0.25,0.125,0.5,2.0,0.0002896217501232591,-0.03516819001297967,5.0,13.400000000000002
M400-01-baseline-awake,available,0.05,30,sine_squared,10,51,48,8,2,8,2,8,3,0.16666666666666666,0.041666666666666664,0.25,-9.0,0.0,0.0,9.0,24.799999999999997
M400-01-baseline-awake,available,0.05,30,sine_squared,25,51,48,12,6,11,6,12,4,0.25,0.125,0.5,3.5,0.0001484713439271478,-0.01650550939394925,5.5,13.400000000000002
M400-01-baseline-awake,available,0.05,5,linear,10,51,48,10,3,10,3,10,0,0.20833333333333334,0.0625,0.3,-8.5,0.0,0.0,8.5,22.599999999999998
M400-01-baseline-awake,available,0.05,5,linear,25,51,48,3,0,3,0,3,1,0.0625,0.0,0.0,-9.0,0.0,0.0,9.0,13.0
M400-01-baseline-awake,available,0.05,5,sine_squared,10,51,48,10,4,10,4,10,0,0.20833333333333334,0.08333333333333333,0.4,-8.5,0.0,0.0,8.5,22.599999999999998
M400-01-baseline-awake,available,0.05,5,sine_squared,25,51,48,3,0,3,0,3,1,0.0625,0.0,0.0,-9.0,0.0,0.0,9.0,13.0
M400-01-baseline-awake,available,0.1,15,linear,10,51,48,16,8,14,8,16,0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0001632959784300115,-0.01866037885334125,5.5,16.5
M400-01-baseline-awake,available,0.1,15,linear,25,51,48,11,8,11,8,11,1,0.22916666666666666,0.16666666666666666,0.7272727272727273,-2.0,0.0,0.0,2.0,8.0
M400-01-baseline-awake,available,0.1,15,sine_squared,10,51,48,15,8,15,8,15,0,0.3125,0.16666666666666666,0.5333333333333333,2.0,0.00026287533406566,-0.0291437136532791,5.0,16.599999999999994
M400-01-baseline-awake,available,0.1,15,sine_squared,25,51,48,11,9,11,9,11,1,0.22916666666666666,0.1875,0.8181818181818182,-2.0,0.0,0.0,2.0,8.0
M400-01-baseline-awake,available,0.1,30,linear,10,51,48,11,5,11,5,11,3,0.22916666666666666,0.10416666666666667,0.45454545454545453,-1.0,0.0,0.0,8.0,23.0
M400-01-baseline-awake,available,0.1,30,linear,25,51,48,12,8,11,8,12,1,0.25,0.16666666666666666,0.6666666666666666,1.5,0.0003304947290703185,-0.0413027966217117,3.5,12.400000000000002
M400-01-baseline-awake,available,0.1,30,sine_squared,10,51,48,12,5,12,5,12,3,0.25,0.10416666666666667,0.4166666666666667,0.5,3.316578392842385e-05,-0.00355685615603951,8.0,21.800000000000004
M400-01-baseline-awake,available,0.1,30,sine_squared,25,51,48,11,6,11,6,11,1,0.22916666666666666,0.125,0.5454545454545454,3.0,0.000189823742048345,-0.024694100222189,5.0,7.0
M400-01-baseline-awake,available,0.1,5,linear,10,51,48,15,8,15,8,15,0,0.3125,0.16666666666666666,0.5333333333333333,-5.0,0.0,0.0,5.0,16.999999999999996
M400-01-baseline-awake,available,0.1,5,linear,25,51,48,3,0,3,0,3,1,0.0625,0.0,0.0,-9.0,0.0,0.0,9.0,13.0
M400-01-baseline-awake,available,0.1,5,sine_squared,10,51,48,15,8,15,8,15,0,0.3125,0.16666666666666666,0.5333333333333333,-5.0,0.0,0.0,5.0,16.999999999999996
M400-01-baseline-awake,available,0.1,5,sine_squared,25,51,48,3,0,3,0,3,1,0.0625,0.0,0.0,-9.0,0.0,0.0,9.0,13.0
M400-01-baseline-awake,available,0.2,15,linear,10,51,48,18,13,16,13,18,0,0.375,0.2708333333333333,0.7222222222222222,0.5,0.000326591956859912,-0.04010485566343645,4.0,12.000000000000007
M400-01-baseline-awake,available,0.2,15,linear,25,51,48,13,10,13,10,13,0,0.2708333333333333,0.20833333333333334,0.7692307692307693,-4.0,0.0,0.0,4.0,7.0
M400-01-baseline-awake,available,0.2,15,sine_squared,10,51,48,18,13,18,13,18,0,0.375,0.2708333333333333,0.7222222222222222,2.0,0.0005462873837835951,-0.0681578638558999,3.5,11.000000000000007
M400-01-baseline-awake,available,0.2,15,sine_squared,25,51,48,14,10,14,10,14,0,0.2916666666666667,0.20833333333333334,0.7142857142857143,-3.5,0.0,0.0,3.5,7.0
M400-01-baseline-awake,available,0.2,30,linear,10,51,48,16,8,14,8,16,0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0001632959784300115,-0.0194053039391906,5.5,16.5
M400-01-baseline-awake,available,0.2,30,linear,25,51,48,16,10,13,10,16,1,0.3333333333333333,0.20833333333333334,0.625,1.5,0.000632131382730772,-0.0789399404982571,3.5,17.5
M400-01-baseline-awake,available,0.2,30,sine_squared,10,51,48,17,7,17,7,17,0,0.3541666666666667,0.14583333333333334,0.4117647058823529,5.0,0.00146936483094096,-0.177191305663316,6.0,15.400000000000004
M400-01-baseline-awake,available,0.2,30,sine_squared,25,51,48,15,13,15,13,15,1,0.3125,0.2708333333333333,0.8666666666666667,3.0,0.00037964748409669,-0.0457528891976811,4.0,7.399999999999999
